enron, 0.418256, 0, 0.418256, 0 
!, 0.123978, 0.536667, 0.412688, 0.812338 
2000, 0.420981, 0.0333333, 0.387648, 0.0733707 
cc, 0.365123, 0.00666667, 0.358456, 0.0179313 
thanks, 0.400545, 0.0666667, 0.333878, 0.142691 
hpl, 0.316076, 0, 0.316076, 0 
your, 0.217984, 0.526667, 0.308683, 0.707267 
gas, 0.318801, 0.0166667, 0.302134, 0.0496819 
pm, 0.30109, 0, 0.30109, 0 
daren, 0.292916, 0, 0.292916, 0 
am, 0.320163, 0.04, 0.280163, 0.111061 
http, 0.0340599, 0.31, 0.27594, 0.901006 
ect, 0.268392, 0, 0.268392, 0 
on, 0.603542, 0.336667, 0.266876, 0.358076 
hou, 0.262943, 0, 0.262943, 0 
deal, 0.277929, 0.02, 0.257929, 0.0671301 
forwarded, 0.260218, 0.00333333, 0.256885, 0.0126478 
2001, 0.235695, 0.00333333, 0.232361, 0.0139454 
attached, 0.243869, 0.0166667, 0.227203, 0.0639707 
meter, 0.223433, 0, 0.223433, 0 
more, 0.0585831, 0.28, 0.221417, 0.826976 
here, 0.0599455, 0.28, 0.220054, 0.823661 
no, 0.128065, 0.34, 0.211935, 0.726394 
me, 0.337875, 0.133333, 0.204541, 0.282961 
for, 0.760218, 0.556667, 0.203551, 0.422715 
please, 0.434605, 0.236667, 0.197938, 0.352565 
corp, 0.216621, 0.0233333, 0.193288, 0.0972406 
farmer, 0.192098, 0.00333333, 0.188765, 0.0170563 
all, 0.173025, 0.36, 0.186975, 0.675391 
www, 0.0299728, 0.203333, 0.173361, 0.87153 
com, 0.16485, 0.333333, 0.168483, 0.669098 
our, 0.148501, 0.316667, 0.168165, 0.680758 
the, 0.741144, 0.573333, 0.167811, 0.436168 
know, 0.239782, 0.0766667, 0.163115, 0.242272 
01, 0.194823, 0.0333333, 0.16149, 0.146099 
$, 0.108992, 0.266667, 0.157675, 0.709865 
let, 0.205722, 0.05, 0.155722, 0.195525 
email, 0.0490463, 0.2, 0.150954, 0.803063 
questions, 0.163488, 0.0166667, 0.146821, 0.0925132 
money, 0.00953678, 0.153333, 0.143797, 0.941445 
now, 0.0776567, 0.22, 0.142343, 0.739107 
xls, 0.141689, 0, 0.141689, 0 
(, 0.441417, 0.3, 0.141417, 0.404631 
mmbtu, 0.140327, 0, 0.140327, 0 
get, 0.133515, 0.273333, 0.139818, 0.671831 
11, 0.186649, 0.05, 0.136649, 0.211284 
should, 0.212534, 0.0766667, 0.135867, 0.265098 
by, 0.386921, 0.253333, 0.133588, 0.395676 
see, 0.230245, 0.0966667, 0.133579, 0.295696 
nom, 0.132153, 0, 0.132153, 0 
if, 0.381471, 0.25, 0.131471, 0.395901 
03, 0.155313, 0.0266667, 0.128647, 0.146536 
file, 0.147139, 0.02, 0.127139, 0.119661 
sitara, 0.126703, 0, 0.126703, 0 
volume, 0.143052, 0.0166667, 0.126385, 0.10435 
will, 0.343324, 0.22, 0.123324, 0.390539 
us, 0.0871935, 0.21, 0.122807, 0.70661 
offer, 0.0122616, 0.133333, 0.121072, 0.915783 
volumes, 0.119891, 0, 0.119891, 0 
free, 0.0367847, 0.156667, 0.119882, 0.80985 
following, 0.134877, 0.0166667, 0.118211, 0.109979 
from, 0.434605, 0.316667, 0.117938, 0.421508 
time, 0.10218, 0.22, 0.11782, 0.682848 
be, 0.422343, 0.306667, 0.115677, 0.420662 
this, 0.482289, 0.366667, 0.115622, 0.431903 
only, 0.0844687, 0.2, 0.115531, 0.703065 
need, 0.215259, 0.1, 0.115259, 0.3172 
04, 0.134877, 0.02, 0.114877, 0.129134 
online, 0.0258856, 0.14, 0.114114, 0.843955 
one, 0.106267, 0.22, 0.113733, 0.674294 
re, 0.235695, 0.123333, 0.112361, 0.34352 
best, 0.0354223, 0.146667, 0.111244, 0.805467 
texas, 0.114441, 0.00333333, 0.111108, 0.0283026 
09, 0.119891, 0.01, 0.109891, 0.0769876 
02, 0.141689, 0.0333333, 0.108356, 0.190451 
000, 0.201635, 0.0933333, 0.108302, 0.316418 
12, 0.1703, 0.0666667, 0.103633, 0.281334 
robert, 0.118529, 0.0166667, 0.101862, 0.123278 
10, 0.250681, 0.15, 0.100681, 0.374362 
go, 0.0435967, 0.143333, 0.0997366, 0.766775 
have, 0.415531, 0.316667, 0.0988647, 0.432488 
flow, 0.125341, 0.0266667, 0.0986739, 0.17543 
prices, 0.0122616, 0.11, 0.0977384, 0.89971 
world, 0.00681199, 0.103333, 0.0965213, 0.938155 
most, 0.027248, 0.123333, 0.0960854, 0.819048 
available, 0.0449591, 0.14, 0.0950409, 0.756924 
without, 0.0217984, 0.116667, 0.0948683, 0.842571 
products, 0.0122616, 0.106667, 0.0944051, 0.896899 
stop, 0.00953678, 0.103333, 0.0937965, 0.915507 
special, 0.0163488, 0.11, 0.0936512, 0.870606 
month, 0.133515, 0.04, 0.093515, 0.230528 
click, 0.0367847, 0.13, 0.0932153, 0.779448 
contract, 0.108992, 0.0166667, 0.0923252, 0.132635 
bob, 0.0953678, 0.00333333, 0.0920345, 0.033772 
other, 0.0613079, 0.153333, 0.0920254, 0.71437 
at, 0.371935, 0.28, 0.0919346, 0.429491 
100, 0.0381471, 0.13, 0.0918529, 0.773132 
mary, 0.0912807, 0, 0.0912807, 0 
nomination, 0.0899183, 0, 0.0899183, 0 
06, 0.0953678, 0.00666667, 0.0887012, 0.0653374 
