0,0,0,0.0181818,0,0,0,0,0,0,0,0,0,0.0363636,0,0,0,0,0,0.0181818,0,0,0,0,0,0,0,0.0181818,0,0,0.0727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434783,0,0,0,0,0,0,0,0
0,0.00613497,0.0122699,0.00613497,0.00613497,0.0122699,0,0,0,0,0,0,0,0.00613497,0,0.0674847,0,0.00613497,0,0,0,0.0306748,0,0,0,0,0.00613497,0.0122699,0.00613497,0,0.0490798,0,0,0.00613497,0.00100604,0,0,0,0.00613497,0.00613497,0,0,0,0,0,0.00613497,0,0,0.0122699,0,0,0.0184049,0,0.00613497,0,0,0,0.0122699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613497,0,0,0,0,0,0,0,0,0.00100604,0.0122699,0,0,0,0,0,0,0,0,0.0122699,0,0.0184049,0,0,0,0,0,0,0,0
0.00408163,0,0,0,0,0,0.047619,0,0,0,0,0,0.0238095,0,0,0,0,0,0.0238095,0,0,0,0,0,0,0,0,0,0,0,0.0238095,0,0,0,0,0,0,0,0,0,0.0238095,0,0,0.0238095,0,0,0,0,0,0.0238095,0,0,0.0238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0173913,0.00869565,0.00869565,0,0,0.00869565,0.00869565,0,0,0.00869565,0,0,0,0.026087,0.00869565,0.0173913,0,0.0173913,0.00869565,0.0173913,0,0,0,0.026087,0,0.0347826,0.00869565,0,0.0347826,0,0.00869565,0,0,0,0,0,0,0,0,0,0,0,0,0.00869565,0,0,0.00869565,0,0,0.00869565,0,0,0,0.00869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869565,0,0,0,0,0,0,0,0.0173913,0,0,0,0.00869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173913,0,0,0,0
0.00384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172414,0,0,0,0.00344828,0,0,0.00172414,0.00344828,0,0,0.0155172,0.00172414,0.00172414,0,0.000246366,0,0.00344828,0.00172414,0,0,0,0.00172414,0,0.00172414,0,0.0172414,0,0,0.00862069,0,0,0,0.00172414,0,0,0.00344828,0,0.00344828,0.00172414,0,0,0.00172414,0.00517241,0,0,0,0,0,0,0.00862069,0,0,0.00862069,0,0.00689655,0,0,0.00172414,0,0.00172414,0.000492732,0.00172414,0,0.00344828,0,0,0,0.00172414,0,0,0,0,0,0.00344828,0.00172414,0,0,0,0.00172414,0.00344828,1
0,0.00260417,0.0130208,0.00520833,0.00520833,0,0,0.00260417,0.00260417,0,0,0.0104167,0,0.015625,0.00520833,0.0286458,0.00260417,0.00520833,0,0.00260417,0,0.0182292,0.00260417,0.00520833,0.00520833,0.0104167,0.00260417,0.015625,0,0,0.0520833,0,0.00260417,0,0.00039604,0,0,0,0,0.00520833,0,0.00260417,0,0.00260417,0,0.00520833,0,0,0.015625,0,0,0.0078125,0,0.00260417,0,0.0130208,0.00039604,0.015625,0,0,0,0,0,0,0,0,0,0,0,0.00260417,0,0.0078125,0,0.00260417,0,0,0,0.00520833,0.0078125,0.00260417,0.00118812,0.0104167,0,0,0,0,0,0,0,0,0.00520833,0,0,0,0,0,0.0078125,0,0,0,0
0.000769823,0.00537634,0,0.0107527,0.016129,0.00537634,0,0.00537634,0,0,0,0,0,0,0.00537634,0,0,0.016129,0,0,0,0,0.00537634,0,0,0.016129,0,0.00537634,0,0.00537634,0.00537634,0,0,0.0322581,0,0,0,0,0.0107527,0,0,0,0,0,0,0,0,0,0.00537634,0,0,0,0,0,0,0.016129,0,0.00537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537634,0,0,0,0
