enron, 0.415577, 0, 0.415577, 0 
2000, 0.419935, 0.028, 0.391935, 0.0625091 
!, 0.129085, 0.509333, 0.380248, 0.797805 
cc, 0.357843, 0.008, 0.349843, 0.0218673 
thanks, 0.374728, 0.06, 0.314728, 0.138017 
gas, 0.321351, 0.0146667, 0.306684, 0.0436485 
hpl, 0.298475, 0, 0.298475, 0 
daren, 0.28159, 0, 0.28159, 0 
pm, 0.289216, 0.008, 0.281216, 0.0269165 
your, 0.208061, 0.486667, 0.278606, 0.700514 
am, 0.318083, 0.044, 0.274083, 0.121519 
http, 0.0326797, 0.304, 0.27132, 0.902935 
on, 0.587146, 0.326667, 0.260479, 0.357477 
forwarded, 0.259259, 0, 0.259259, 0 
please, 0.438998, 0.182667, 0.256331, 0.293835 
ect, 0.249455, 0, 0.249455, 0 
for, 0.757081, 0.517333, 0.239747, 0.405938 
hou, 0.240196, 0.00133333, 0.238863, 0.00552038 
deal, 0.247821, 0.0133333, 0.234488, 0.0510553 
attached, 0.234749, 0.00666667, 0.228083, 0.0276148 
2001, 0.215142, 0.00133333, 0.213808, 0.0061593 
here, 0.0811547, 0.286667, 0.205512, 0.779364 
let, 0.235294, 0.0306667, 0.204627, 0.115305 
me, 0.345861, 0.141333, 0.204527, 0.290097 
meter, 0.20207, 0, 0.20207, 0 
no, 0.119281, 0.321333, 0.202052, 0.729285 
more, 0.0637255, 0.258667, 0.194941, 0.802335 
know, 0.267974, 0.0733333, 0.194641, 0.21486 
corp, 0.208606, 0.016, 0.192606, 0.071236 
if, 0.375272, 0.189333, 0.185939, 0.335337 
(, 0.44281, 0.258667, 0.184144, 0.368746 
farmer, 0.175381, 0.00133333, 0.174048, 0.00754512 
questions, 0.175381, 0.0106667, 0.164715, 0.0573329 
01, 0.192266, 0.028, 0.164266, 0.127119 
will, 0.364924, 0.201333, 0.16359, 0.355551 
by, 0.381264, 0.230667, 0.150597, 0.376949 
the, 0.734749, 0.585333, 0.149416, 0.443407 
mmbtu, 0.145425, 0, 0.145425, 0 
nom, 0.143246, 0, 0.143246, 0 
from, 0.401961, 0.26, 0.141961, 0.392773 
11, 0.181373, 0.0426667, 0.138706, 0.190443 
xls, 0.13671, 0, 0.13671, 0 
all, 0.173747, 0.308, 0.134253, 0.639339 
www, 0.0272331, 0.161333, 0.1341, 0.855578 
see, 0.231481, 0.0986667, 0.132815, 0.298856 
have, 0.409041, 0.281333, 0.127708, 0.407508 
02, 0.142157, 0.0146667, 0.12749, 0.0935234 
best, 0.0315904, 0.158667, 0.127076, 0.833959 
file, 0.138889, 0.0133333, 0.125556, 0.0875912 
03, 0.139978, 0.0146667, 0.125312, 0.0948409 
com, 0.171569, 0.294667, 0.123098, 0.632013 
000, 0.205338, 0.0826667, 0.122671, 0.287033 
email, 0.0642702, 0.186667, 0.122397, 0.743879 
10, 0.244553, 0.122667, 0.121887, 0.334041 
our, 0.156863, 0.278667, 0.121804, 0.639834 
be, 0.430828, 0.309333, 0.121495, 0.417927 
volume, 0.133442, 0.012, 0.121442, 0.082507 
re, 0.242375, 0.122667, 0.119708, 0.336035 
volumes, 0.117102, 0, 0.117102, 0 
04, 0.132898, 0.016, 0.116898, 0.107456 
only, 0.08878, 0.205333, 0.116553, 0.698144 
sitara, 0.115468, 0, 0.115468, 0 
click, 0.0277778, 0.142667, 0.114889, 0.837027 
need, 0.212418, 0.0986667, 0.113752, 0.31717 
12, 0.169935, 0.0573333, 0.112601, 0.252272 
contract, 0.126362, 0.0146667, 0.111695, 0.103998 
#, 0.200436, 0.0893333, 0.111102, 0.308291 
09, 0.115468, 0.008, 0.107468, 0.0647939 
free, 0.0359477, 0.141333, 0.105386, 0.797228 
now, 0.0800654, 0.185333, 0.105268, 0.69832 
should, 0.198257, 0.0946667, 0.10359, 0.323179 
following, 0.126906, 0.024, 0.102906, 0.159039 
08, 0.124728, 0.0226667, 0.102061, 0.153782 
this, 0.46732, 0.365333, 0.101987, 0.438758 
nomination, 0.101307, 0, 0.101307, 0 
at, 0.373094, 0.272, 0.101094, 0.421644 
that, 0.3622, 0.261333, 0.100867, 0.419117 
bob, 0.0991285, 0, 0.0991285, 0 
money, 0.0119826, 0.110667, 0.0986841, 0.902302 
any, 0.254357, 0.156, 0.0983573, 0.380157 
month, 0.147059, 0.0493333, 0.0977255, 0.251198 
$, 0.11329, 0.210667, 0.0973769, 0.650293 
call, 0.134532, 0.0373333, 0.0971983, 0.217225 
get, 0.144336, 0.241333, 0.0969978, 0.625753 
texas, 0.106754, 0.012, 0.0947538, 0.101049 
flow, 0.104575, 0.012, 0.0925752, 0.102938 
31, 0.104031, 0.0133333, 0.0906972, 0.113607 
06, 0.0969499, 0.008, 0.0889499, 0.0762269 
05, 0.106754, 0.0186667, 0.0880871, 0.148833 
robert, 0.0904139, 0.004, 0.0864139, 0.0423666 
day, 0.149782, 0.064, 0.0857821, 0.29937 
prices, 0.0147059, 0.1, 0.0852941, 0.871795 
30, 0.143791, 0.0586667, 0.0851242, 0.289773 
actuals, 0.082244, 0, 0.082244, 0 
daily, 0.0964052, 0.0146667, 0.0817386, 0.132047 
online, 0.0185185, 0.1, 0.0814815, 0.84375 
00, 0.173203, 0.092, 0.0812026, 0.346905 
stop, 0.0087146, 0.0893333, 0.0806187, 0.911119 
07, 0.0849673, 0.00533333, 0.079634, 0.059062 
teco, 0.0795207, 0, 0.0795207, 0 
