enron, 0.400303, 0, 0.400303, 0 
2000, 0.413616, 0.0274074, 0.386208, 0.0621451 
!, 0.134039, 0.512593, 0.378553, 0.792712 
cc, 0.348563, 0.00740741, 0.341155, 0.0208091 
thanks, 0.364599, 0.0555556, 0.309044, 0.132226 
hpl, 0.304085, 0, 0.304085, 0 
your, 0.207262, 0.502222, 0.29496, 0.70787 
gas, 0.302572, 0.0148148, 0.287757, 0.0466775 
daren, 0.281694, 0, 0.281694, 0 
http, 0.0366112, 0.317778, 0.281167, 0.896692 
pm, 0.277761, 0.00962963, 0.268131, 0.0335071 
am, 0.311952, 0.0488889, 0.263063, 0.135486 
forwarded, 0.245991, 0.000740741, 0.24525, 0.00300221 
ect, 0.240242, 0.00222222, 0.23802, 0.00916515 
deal, 0.254766, 0.02, 0.234766, 0.0727893 
hou, 0.232073, 0, 0.232073, 0 
attached, 0.240545, 0.0103704, 0.230174, 0.0413302 
please, 0.43298, 0.208148, 0.224832, 0.324659 
on, 0.572769, 0.348148, 0.22462, 0.378045 
2001, 0.217247, 0.00222222, 0.215024, 0.0101255 
more, 0.0677761, 0.281481, 0.213705, 0.805942 
here, 0.0826021, 0.295556, 0.212953, 0.781567 
meter, 0.209985, 0, 0.209985, 0 
for, 0.760061, 0.551852, 0.208209, 0.420647 
no, 0.114977, 0.320741, 0.205763, 0.73612 
me, 0.344629, 0.144444, 0.200185, 0.295343 
corp, 0.206354, 0.0185185, 0.187835, 0.0823512 
let, 0.23056, 0.0437037, 0.186856, 0.159349 
know, 0.268381, 0.0822222, 0.186159, 0.234516 
(, 0.435401, 0.262222, 0.173179, 0.375879 
farmer, 0.168533, 0.00148148, 0.167051, 0.00871388 
nom, 0.157943, 0.000740741, 0.157202, 0.00466805 
01, 0.186687, 0.0296296, 0.157057, 0.136974 
questions, 0.168533, 0.0162963, 0.152236, 0.0881697 
mmbtu, 0.14705, 0, 0.14705, 0 
www, 0.029652, 0.176296, 0.146644, 0.856022 
our, 0.155825, 0.302222, 0.146398, 0.659807 
will, 0.35885, 0.213333, 0.145517, 0.372841 
all, 0.170651, 0.315556, 0.144905, 0.649016 
see, 0.235703, 0.0962963, 0.139407, 0.290049 
xls, 0.13888, 0, 0.13888, 0 
from, 0.403328, 0.265185, 0.138143, 0.396679 
if, 0.370953, 0.235556, 0.135398, 0.38838 
11, 0.179425, 0.0459259, 0.133499, 0.203797 
000, 0.209682, 0.077037, 0.132645, 0.268684 
com, 0.166112, 0.297778, 0.131666, 0.641915 
email, 0.0605144, 0.191852, 0.131337, 0.760212 
best, 0.0269289, 0.153333, 0.126404, 0.850613 
volume, 0.13646, 0.0103704, 0.12609, 0.0706283 
get, 0.129803, 0.255556, 0.125752, 0.663162 
by, 0.361573, 0.237037, 0.124536, 0.395979 
file, 0.141301, 0.017037, 0.124264, 0.107599 
02, 0.136762, 0.0148148, 0.121948, 0.0977377 
$, 0.113464, 0.233333, 0.119869, 0.672822 
10, 0.24357, 0.123704, 0.119867, 0.336816 
03, 0.138578, 0.0192593, 0.119319, 0.12202 
volumes, 0.119213, 0, 0.119213, 0 
only, 0.0895613, 0.202963, 0.113402, 0.693833 
click, 0.0281392, 0.140741, 0.112602, 0.833378 
money, 0.0136157, 0.125926, 0.11231, 0.902425 
12, 0.171558, 0.06, 0.111558, 0.259114 
be, 0.429047, 0.318519, 0.110528, 0.426074 
sitara, 0.110439, 0, 0.110439, 0 
texas, 0.114372, 0.00814815, 0.106224, 0.0665045 
04, 0.122542, 0.017037, 0.105505, 0.12206 
contract, 0.118608, 0.0140741, 0.104534, 0.106074 
09, 0.116188, 0.0118519, 0.104336, 0.0925641 
online, 0.016944, 0.120741, 0.103797, 0.876936 
bob, 0.104992, 0.00148148, 0.103511, 0.013914 
free, 0.0375189, 0.140741, 0.103222, 0.789527 
now, 0.0795764, 0.18, 0.100424, 0.693437 
re, 0.233888, 0.134815, 0.0990732, 0.365646 
#, 0.195461, 0.097037, 0.0984244, 0.331752 
should, 0.192436, 0.0940741, 0.0983616, 0.328345 
following, 0.120121, 0.0237037, 0.0964173, 0.16481 
have, 0.407867, 0.311852, 0.096015, 0.433297 
flow, 0.109228, 0.0133333, 0.0958951, 0.108789 
need, 0.204539, 0.10963, 0.0949089, 0.348952 
08, 0.111346, 0.0185185, 0.0928279, 0.142598 
robert, 0.098941, 0.00666667, 0.0922743, 0.0631267 
stop, 0.00726172, 0.0985185, 0.0912568, 0.931351 
nomination, 0.0910741, 0.000740741, 0.0903334, 0.00806776 
call, 0.128593, 0.0392593, 0.0893338, 0.233892 
month, 0.140998, 0.0525926, 0.0884059, 0.271668 
prices, 0.0124054, 0.100741, 0.0883353, 0.890359 
this, 0.459607, 0.372593, 0.0870141, 0.44772 
00, 0.175492, 0.0896296, 0.085862, 0.33807 
31, 0.101059, 0.0162963, 0.0847627, 0.138863 
us, 0.104387, 0.188889, 0.0845016, 0.644065 
at, 0.363389, 0.279259, 0.0841295, 0.434545 
2004, 0, 0.082963, 0.082963, 1 
one, 0.101059, 0.183704, 0.0826447, 0.645112 
any, 0.25295, 0.17037, 0.0825797, 0.402462 
05, 0.101362, 0.02, 0.0813616, 0.164797 
06, 0.0877458, 0.00740741, 0.0803384, 0.0778471 
day, 0.147352, 0.0681481, 0.0792043, 0.316232 
offer, 0.0166415, 0.0955556, 0.0789141, 0.851677 
daily, 0.0928896, 0.0140741, 0.0788155, 0.131578 
actuals, 0.0786687, 0, 0.0786687, 0 
net, 0.0287443, 0.107407, 0.0786631, 0.78888 
