0,0,0,0,0,0,0,0.0227273,0,0,0,0,0,0,0,0,0,0,0,0,0.0227273,0,0,0,0.0227273,0.0681818,0,0,0,0,0,0,0,0,0,0.0227273,0.0454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227273,0,0.0227273,0,0.0227273,0.0227273,0,0,0,0,0,0,0,0,0,0.0078125,0.0227273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0
0,0.00484581,0,0,0.0116618,0,0,0,0,0,0.00291545,0,0,0,0,0.00291545,0,0.0058309,0,0,0,0,0.00176211,0.0145773,0.0058309,0,0,0,0,0,0,0.0058309,0.0204082,0.00291545,0,0,0,0,0,0.000881057,0,0.0116618,0,0.00291545,0,0.0174927,0.0058309,0,0,0,0,0.00291545,0,0,0.0058309,0,0,0,0.00291545,0,0,0.00291545,0,0,0,0.0116618,0,0.00291545,0,0,0.00874636,0.0058309,0,0,0,0,0,0,0.00291545,0,0,0,0,0.00291545,0.00291545,0,0.00874636,0.00291545,0.00291545,0,0,0,0.0058309,0,0.0058309,0,0.00291545,0,0,0,1
0.027027,0,0.003861,0.00772201,0,0,0,0,0.011583,0.015444,0,0.00772201,0.0694981,0,0.03861,0,0,0.019305,0,0,0.00772201,0,0,0.00772201,0,0,0,0.00772201,0,0,0,0,0.03861,0,0,0,0,0.011583,0,0,0.003861,0,0,0,0,0,0,0,0,0,0,0.00772201,0,0,0,0,0,0,0.00772201,0,0,0,0.003861,0,0,0,0,0,0,0,0,0,0,0,0.003861,0,0,0,0,0,0,0,0,0,0,0,0.003861,0.003861,0.003861,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.05,0.05,0.0166667,0.0166667,0,0,0,0,0,0,0,0,0.0166667,0,0,0,0,0,0.0166667,0.0166667,0.0333333,0,0,0,0,0,0,0.0333333,0,0,0.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095,0,0,0,0,0,0,0,0.0166667,0,0,0,0,0,0,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0666667,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333,0,0,0,0,0,0,0,0,0,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857,0,0,0,0,0,0.0142857,0,0,0,0,0,0,0,0,0.0142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857,0.0142857,0.0142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857,0,0,0,0,0,0,0,0,0,0.0142857,0,0.0142857,0,0,0,1
0,0.0168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0.0106383,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00127389,0.000573175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254777,0,0.00509554,0,0,0,0.00127389,0.00210164,0,0.00127389,0,0,0,0,0.00636943,0,0,0.011465,0,0,0,0,0.00254777,0,0.00171953,0,0,0,0,0.00509554,0.00509554,0,0,0,0,0,0.00382166,0,0,0.00127389,0,0.00254777,0,0.00254777,0,0,0,0,0,0,0,0,0,0.00127389,0,0.00127389,0,0,0.00254777,0,0,0,0,0,0,0,0,0,0,0,0,0.011465,0.00254777,0,0.00254777,0,0,0,0.00127389,0.00254777,0.00254777,0,0,0,0.00127389,1
0,0.000276855,0.00180832,0,0.00723327,0,0.00180832,0,0,0,0.00361664,0,0,0,0,0.00180832,0.00180832,0.0235081,0,0,0,0,0.00193798,0.00180832,0.00180832,0,0,0,0,0.0126582,0,0,0.00542495,0.00361664,0,0,0,0,0,0.000276855,0.00361664,0.00361664,0,0,0,0.00904159,0.00723327,0,0,0.00180832,0.00542495,0.00361664,0,0,0.00180832,0,0.0108499,0,0.00361664,0.00361664,0,0.00361664,0,0,0,0.00361664,0,0.00180832,0.00180832,0,0,0,0.00180832,0,0,0,0,0,0.00180832,0,0,0,0.00180832,0,0,0,0.0108499,0,0,0,0,0,0,0,0.00180832,0,0.00361664,0,0,0.00180832,0
