enron, 0.398185, 0, 0.398185, 0 
2000, 0.410287, 0.0259259, 0.384362, 0.059434 
!, 0.134644, 0.502963, 0.368318, 0.788829 
cc, 0.347958, 0.00740741, 0.34055, 0.0208445 
thanks, 0.367625, 0.0540741, 0.313551, 0.128229 
hpl, 0.302572, 0, 0.302572, 0 
your, 0.209077, 0.499259, 0.290182, 0.704834 
gas, 0.300454, 0.0148148, 0.285639, 0.0469911 
http, 0.0366112, 0.318519, 0.281907, 0.896908 
daren, 0.278669, 0, 0.278669, 0 
pm, 0.276853, 0.00962963, 0.267224, 0.0336133 
am, 0.313162, 0.0503704, 0.262792, 0.138558 
forwarded, 0.246293, 0, 0.246293, 0 
ect, 0.239334, 0.00222222, 0.237112, 0.00919959 
deal, 0.249924, 0.0185185, 0.231406, 0.068985 
hou, 0.23177, 0.000740741, 0.231029, 0.00318583 
on, 0.576097, 0.346667, 0.22943, 0.375683 
attached, 0.237821, 0.00888889, 0.228933, 0.0360297 
please, 0.432073, 0.212593, 0.21948, 0.329772 
2001, 0.217549, 0.00296296, 0.214586, 0.0134367 
for, 0.755522, 0.542963, 0.212559, 0.418151 
here, 0.081997, 0.294074, 0.212077, 0.781964 
more, 0.0683812, 0.277778, 0.209397, 0.802457 
meter, 0.203933, 0, 0.203933, 0 
me, 0.348563, 0.145185, 0.203378, 0.294047 
no, 0.114977, 0.31037, 0.195393, 0.729686 
(, 0.440242, 0.255556, 0.184687, 0.367284 
corp, 0.204236, 0.02, 0.184236, 0.0891917 
let, 0.228442, 0.0451852, 0.183257, 0.165134 
know, 0.267171, 0.0859259, 0.181245, 0.243349 
farmer, 0.169743, 0.00296296, 0.16678, 0.0171561 
nom, 0.155522, 0.000740741, 0.154781, 0.00474036 
01, 0.183359, 0.0288889, 0.15447, 0.136109 
questions, 0.172163, 0.0192593, 0.152904, 0.100611 
will, 0.363994, 0.214815, 0.149179, 0.371133 
www, 0.029652, 0.174815, 0.145163, 0.854979 
mmbtu, 0.140393, 0, 0.140393, 0 
our, 0.155219, 0.294815, 0.139595, 0.655094 
see, 0.231467, 0.0925926, 0.138875, 0.285727 
xls, 0.138578, 0, 0.138578, 0 
the, 0.72708, 0.591111, 0.135969, 0.448426 
all, 0.175189, 0.31037, 0.135181, 0.639202 
com, 0.163994, 0.297778, 0.133784, 0.644859 
from, 0.404539, 0.271852, 0.132687, 0.401916 
if, 0.370348, 0.237778, 0.13257, 0.391001 
11, 0.17761, 0.0474074, 0.130202, 0.210684 
email, 0.0608169, 0.19037, 0.129553, 0.757882 
file, 0.142511, 0.017037, 0.125474, 0.106783 
by, 0.360363, 0.236296, 0.124067, 0.396032 
$, 0.109531, 0.232593, 0.123062, 0.67985 
02, 0.135552, 0.0125926, 0.12296, 0.0850019 
best, 0.0266263, 0.148889, 0.122263, 0.848296 
volume, 0.134039, 0.0118519, 0.122187, 0.0812376 
03, 0.139183, 0.017037, 0.122146, 0.109058 
000, 0.198185, 0.0785185, 0.119666, 0.283765 
volumes, 0.117398, 0, 0.117398, 0 
get, 0.133737, 0.251111, 0.117374, 0.652494 
money, 0.0139183, 0.128148, 0.11423, 0.90203 
click, 0.0266263, 0.140741, 0.114114, 0.840911 
only, 0.0898638, 0.201481, 0.111618, 0.691556 
12, 0.167927, 0.057037, 0.11089, 0.253538 
10, 0.236006, 0.125185, 0.110821, 0.34659 
sitara, 0.109531, 0, 0.109531, 0 
be, 0.426929, 0.317778, 0.109151, 0.426715 
04, 0.124054, 0.017037, 0.107017, 0.120752 
09, 0.11407, 0.00962963, 0.10444, 0.0778471 
texas, 0.112859, 0.00888889, 0.10397, 0.0730104 
contract, 0.117095, 0.0148148, 0.10228, 0.11231 
online, 0.0166415, 0.117778, 0.101136, 0.876197 
re, 0.232678, 0.132593, 0.100085, 0.362999 
#, 0.193343, 0.0948148, 0.0985286, 0.329037 
now, 0.0822995, 0.180741, 0.0984412, 0.687122 
bob, 0.100454, 0.00296296, 0.0974909, 0.0286507 
need, 0.207867, 0.111111, 0.0967558, 0.348335 
free, 0.0396369, 0.135556, 0.0959186, 0.773752 
should, 0.19062, 0.0948148, 0.0958055, 0.332176 
call, 0.132224, 0.037037, 0.0951869, 0.218816 
flow, 0.106808, 0.0118519, 0.094956, 0.099881 
following, 0.118306, 0.0251852, 0.0931204, 0.175518 
have, 0.410287, 0.317778, 0.0925097, 0.436469 
08, 0.110439, 0.0185185, 0.0919202, 0.143602 
this, 0.460817, 0.371852, 0.0889651, 0.446578 
at, 0.366717, 0.277778, 0.0889393, 0.431001 
prices, 0.012708, 0.101481, 0.0887735, 0.888711 
robert, 0.0959153, 0.00814815, 0.0877671, 0.0782998 
stop, 0.00786687, 0.0948148, 0.0869479, 0.923386 
nomination, 0.0865356, 0.000740741, 0.0857948, 0.00848731 
month, 0.139788, 0.0540741, 0.0857141, 0.27893 
us, 0.10348, 0.188889, 0.0854093, 0.646065 
any, 0.25295, 0.17037, 0.0825797, 0.402462 
31, 0.101362, 0.0207407, 0.0806208, 0.169864 
06, 0.0871407, 0.00666667, 0.080474, 0.0710676 
05, 0.100454, 0.02, 0.0804539, 0.166039 
00, 0.170953, 0.0918519, 0.0791012, 0.349506 
2004, 0.000302572, 0.0792593, 0.0789567, 0.996197 
day, 0.145234, 0.0666667, 0.0785678, 0.314612 
one, 0.101059, 0.178519, 0.0774595, 0.63853 
net, 0.0314675, 0.108889, 0.0774214, 0.775803 
713, 0.0780635, 0.00148148, 0.0765821, 0.0186244 
actuals, 0.075643, 0, 0.075643, 0 
